card_code,store_name,store_address
02MI6268,HARVEST HEALTH EASTERN AVE,"1944 EASTERN AVE SE, GRAND RAPIDS, MI 49507"
02MI6388,NUTRI FOODS,"120 S MAIN, ROYAL OAK, MI 48067"
02MI6388,NUTRI FOODS INC.,"120 S MAIN ST, ROYAL OAK, MI 48067-2630"
02MI6502,TRINITY GLOW       R  CW,"3528 BREEZEWOOD DRIVE SE, KENTWOOD, MI 49512"
02MI6630A,HARVEST HEALTH FOODS,"4150 32ND AVE, HUDSONVILLE, MI 49426"
02MI7555,HARVEST HEALTH CASCADE,"6807 CASCADE RD, GRAND RAPIDS, MI 49546"
02MI7577,GNC #7577,"371 WOODLAND DR, SALINE, MI 48176"
02MI7878,GREEN HARBOR,"2925 NILES AVE, SAINT JOSEPH, MI 49085"
02MI7878,GREEN HARBOR,"2925 NILES AVE, ST JOSEPH, MI 49085"
02MI7878,GREEN HARBOR       @,"2925 Niles Ave, St. Joseph, MI 49085"
02MI8008,DALES,"4290 MILLER RD, Flint, MI 48507"
02MI8100,BETTER HEALTH MARKET,"3500 WASHTENAW AVE, ANN ARBOR, MI 48104"
02MI8105,PLUM MARKET #5,"3601 PLYMOUTH RD, ANN ARBOR, MI 48105"
02MI8171,GRAINS AND GREENS,"3641 BAY ROAD, SAGINAW, MI 48603"
02MI8171,GRAINS & GREENS,"3641 BAY RD, SAGINAW, MI 48603"
02MI8171,GRAINS AND GREENS II,"3641 BAY ROAD, SAGINAW, MI 48603"
02MI8171,GRAINS AND GREENS II     @,"3641 BAY ROAD, SAGINAW, nan 48603-2429"
02MI8191,ORGANIC FOOD AND VITAMIN CTR,"170 W 9 MILE RD, FERNDALE, MI 48220"
02MI8191,ORGANIC FOOD AND VITAMINS,"170 W 9 MILE RD, FERNDALE, MI 48220"
02MI8191,ORGANIC FOOD AND VITAMINS@,"170 W 9 MILE RD, FERNDALE, MI 48220"
02MI8390,ZERBOS MARKET,"3000 EAST WEST MAPLE, COMMERCE TWNSHP, MI 48390"
02MI8390,ZERBOS HEALTH SUPERMKT,"34164 PLYMOUTH RD, LIVONIA, MI 48150"
02MI8390,ZERBOS HEALTH SUPERMKT,"3000 E. West Maple Rd, Commerce, MI 48390"
02MI8585,REBEKAH'S HEALTH & NUT- LAPEER,"588 S. MAIN ST., LAPEER, MI 48446"
02MI8744,JO JOS NATURAL MARKET,"1459 S OTSEGO AVE, GAYLORD, MI 49735"
02MI8912,BETTER HEALTH MARKET,"305 N CLIPPERT ST, LANSING, MI 48912"
02MI9186,BETTER HEALTH MARKET,"6235 W SAGINAW HWY, LANSING, MI 48917"
02MI9200,DISCOUNT HEALTH FOODS,"1006 W OHIO STREET, BAY CITY, MI 48706"
02MI9200,DISCOUNT HEALTH FOODS    @,"1006 W OHIO ST, BAY CITY, MI 48706"
02MI9200,DISCOUNT HEALTH FOODS,"1006 W OHIO ST, BAY CITY, MI 48706"
02MI9277,NATURES COUNTRY CUPBOARD,"509 PHOENIX ST, SOUTH HAVEN, MI 49090"
02MI9277,NATURE'S COUNTRY CUPBRD CW,"509 PHOENIX, SOUTH HAVEN, MI 49090"
02MI9452,HEALTH SMART NUTRITIONAL,"35 E MAIN, FREMONT, MI 49412"
02MI9452,HEALTH SMART,"35 E.MAIN ST., FREEMONT, MI 49412"
02MI9459,NATURAL HEALTH FOODS,"4610 W MAIN STREET, KALAMAZOO, MI 49006"
02MI9459,NATURAL HEALTH FOODS,"4610 W MAIN, KALAMAZOO, MI 49006"
02MI9459,NATURAL HEALTH FOODS     @,"4610 WEST MAIN, KALAMAZOO, MI 49006"
02MI9500,BETTER HEALTH MARKET,"2053 S TELEGRAPH ROAD, BLOOMFIELD HILLS, MI 48302"
02MI9684,ORYANA FOOD COOP INC,"260 E TENTH ST, TRAVERSE CITY, MI 49684"
02MN0040,TAO TRADITIONAL ORG FDS,"2200 HENNEPIN AVE S, MINNEAPOLIS, MN 55405"
02MN0050,GRAIN BIN,"4617 STATE HIGHWAY 29 S, ALEXANDRIA, MN 56308"
02MN0050,GRAIN BIN,"4617 STATE HWY 29 S #107, ALEXANDRIA, MN 56308"
02MN0050,GRAIN BIN                @,"4617 STATE HIGHWAY 29 S, ALEXANDRIA, MN 56308"
02MN0054,GREAT HEALTH NUTRITION,"1668 S ROBERT ST, WEST ST PAUL, MN 55118"
02MN0146,EASTSIDE FOOD COOP,"2551 CENTRAL AVE, MINNEAPOLIS, MN 55418"
02MN0159,SEEDS OF SOMMER,"3611 CITY RD 168, PEQUOT LAKES, MN 56472"
02MN0514A,NATURWAY FOODS INC,"84 33RD AVE SOUTH, ST CLOUD, MN 56301"
02MN0514A,NATURWAY FOODS INC.,"84 33RD AVE. SOUTH, SAINT CLOUD, MN 56301"
02MN3499,HEALTHY HUMAN,"6351 MERCHANT ST, ASKOV, MN 55704"
02MN3969,MORE THAN SPROUTS,"245 5TH ST SE, PINE CITY, MN 55063"
02MN4066,GREAT HEALTH NUTRITION -CH,"5192 CENTRAL AVE N. E., COLUMBIA HEIGHT, MN 55421"
02MN4066,GREAT HEALTH NUTRITION   @,"5192 CENTRAL AVE N. E., COLUMBIA HEIGHT, MN 55421"
02MN4066A,GREAT HEALTH NUTRITION -SP,"1360 UNIVERSITY AVE, ST PAUL, MN 55104"
02MN4066A,GREAT HEALTH NUTRITION  CW,"1360 UNIVERSITY AVE, ST PAUL, MN 55104"
02MN5483,NUTRITION CITY OUTLET,"6925 DREW AVE N, BROOKLYN CENTER, MN 55429"
02MN5902,NG VITAMIN COTTAGE RR U103,"1507 GREENVIEW DR SW, ROCHESTER, MN 55902"
02MN7171,NUTRITION CITY,"2108 LIYNDALE AVE S, MINNEAPOLIS, MN 55405"
02MN8710,GREAT HEALTH NUTRITION   @,"1668 S ROBERT ST, ST PAUL, MN 55118"
02MN8710,GREAT HEALTH NUTRITION-WSP,"1668 S ROBERT ST, WEST ST PAUL, MN 55118"
02MO0051,KOELLING & TURNBULL CHIROPRACTIC,"1345 QUEENS CT STE B, SAINT PETERS, MO 63376"
02MO0108,BLUE SKY NUTRITION,"8 GRANDVIEW PLZ SHP CTR, FLORISSANT, MO 63033"
02MO0112,BURKHOLDER VARIETY,"53435 STATE HWY V, KNOX CITY, MO 63446"
02MO0149,YELLOW CREEK NUTRITION,"19503 LOCK DR, BUCKLIN, MO 64631"
02MO0190,SPRING VALLEY HERBS & NATURAL FDS,"1738 SO GLENSTONE, SPRINGFIELD, MO 65804"
02MO0230,THE TRUCK PATCH,"402  PORTER WAGNER BLVD, WEST PLAINS, MO 65775"
02MO0419,MIDWEST HEALTH PRODUCTS  @,"52356 ELUSION AVE, KNOX CITY, MO 63446"
02MO0909,SUZANNES NATURAL FOODS,"3106 S CONNECTICUT AVE, JOPLIN, MO 64804"
02MO0909,SUZANNE'S NATURAL FOODS,"3106 CONNECTICUT AVE, JOPLIN, MO 64804"
02MO0909,SUZANNE'S NATURAL FOODS  @,"3106 S. CONNECTICUT AVE., JOPLIN, MO 64804"
02MO0990,OAK STREET HEALTH & HERBS,"2337 FAIRLAWN DR.SUITE A, CARTHAGE, MO 64836"
02MO0990A,CLOVERS NATURAL FOODS FORUM,"2100 CHAPEL PLAZA COURT, COLUMBIA, MO 65203"
02MO0990A,CLOVERS NATURAL MARKET,"2100 CHAPEL PLAZA COURT, COLUMBIA, MO 65203"
02MO0990B,OAK STREET HEALTH & HERBS,"2337 FAIRLAWN DRIVE    CW, CARTHAGE, MO 64836"
02MO1001,NG VITAMIN COTTAGE JC- U163,"3535 MISSOURI BLVD STE 129, JEFFERSON CITY, MO 65109"
02MO1001,NG VITAMIN COTTAGE JC U163,"3535 MISSOURI BLVD STE 129, JEFFERSON CITY, MO 65109"
02MO1050,HEALTHY SHOPPER,"139 CONCORD PLAZA, ST LOUIS, MO 63128"
02MO1050,HEALTHY SHOPPER,"139 CONCORD PLAZA SHOPPING CTR, SAINT LOUIS, MO 63128"
02MO1124,COUNTRYSIDE NATURALS,"26458 COUNTY RD  410, ALEXANDRIA, MO 63430"
02MO1406,RIVER CITY NAT FD MKT,"833 S KIRKWOOD RD, KIRKWOOD, MO 63122"
02MO1428,TRUCK PATCH            CW,"402 PORTER WAGONER BLVD, WEST PLAINS, MO 65775"
02MO1650A,CLOVERS NATURAL FOODS-BROADWAY,"2012 EAST BROADWAY, COLUMBIA, MO 65201"
02MO2000,GOOD 4-U NUTRITION,"3940 JEFFCO BLVD, ARNOLD, MO 63010"
02MO2202,NATURAL GROCERS_NG VITAMIN COTTAGE SN U165,"3333 S GLENSTONE AVE, SPRINGFIELD, MO 65803"
02MO2202,NG VITAMIN COTTAGE SN U165,"3333 S GLENSTONE AVE, SPRINGFIELD, MO 65803"
02MO3000,THE HEALTH FOOD STORE,"103 S GRAND, HOUSTON, MO 65483"
02MO3276,FOX FARM WHOLE FOODS,"2639 E 32ND ST, JOPLIN, MO 64804"
02MO3341,SE HEALTH PRODUCTS,"25648 157TH ST., MONTICELLO, MO 63457"
02MO3341,MIDWEST HEALTH PRODUCTS LLC,"52356 ELUSION AVE, KNOX CITY, MO 63446"
02MO3608,NATURES PANTRY,"555 E ELM ST, LEBANON, MO 65536"
02MO3608,NATURES PANTRY,"555 E. ELM STREET, LEBANON, MO 65536"
02MO3608,NATURES PANTRY - LEBANON,"555 E ELM ST, LEBANON, MO 65536"
02MO4086,SPROUTS FARMERS MKT #723,"800 NE HWY 291, LEES SUMMIT, MO 64086"
02MO4138,SPROUTS FARMERS MKT #721,"8383 N BOOTH AVE, KANSAS CITY, MO 64158"
02MO4377,HEALTHY HABITS LLC,"3113 W BROADWAY BLVD, SEDALIA, MO 65301"
02MO4377,HEALTHY HABITS LLC,"1500 S LIMIT AVE, SEDALIA, MO 65301"
02MO4377,HEALTHY HABITS,"1500 S LIMIT AVE, SEDALIA, MO 65301"
02MO4506,NG VITAMIN COTTAGE SJ U118,"2414 N BELT HWY STE 100, SAINT JOSEPH, MO 64506"
02MO4781,NG VITAMIN COTTAGE IN U092,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02MO5229,MAMA JEAN'S NAT MKT,"3530 E SUNSHINE STREET, SPRINGFIELD, MO 65809"
02MO5283,O FALLON NUTRITION,"8648 MEXICO ROAD, O FALLON, MO 63366"
02MO5326,MAMA JEAN'S NATURAL MARKET,"1110 E. REPUBLIC ROAD STE 112, SPRINGFIELD, MO 65807"
02MO5423,NATURES WONDERS LLC,"910 A HWY 65 N, HARRISON, AR 72601"
02MO5423,NATURE'S WONDERS LLC,"1601 HWY 248, BRANSON, MO 65616"
02MO5423,NATURES WONDERS,"1601 HWY 248, BRANSON, MO 65616"
02MO5423,NATURES WONDERS    W  CW,"910 HWY 62-65 N, HARRISON, AR 72662"
02MO5500,FAUNA'S NATURAL MARKET,"600 BRIDLE LANE SUITE A, MONETT, MO 65708"
02MO5807,RPCS INC,"1878 S STATE HWY 125, ROGERSVILLE, MO 65742"
02MO5809,MAMA JEAN'S SPRINGFIELD SUNSHINE,"3530 EAST SUNSHINE ST, SPRINGFIELD, MO 65809"
02MO5900A,CDR NATURALS LLC,"363 E PINE ST, BOURBON, MO 65441"
02MO6353,NG VITAMIN COTTAGE CB U050,"1909 BERNADETTE DRIVE, COLUMBIA, MO 65203"
02MO6503,SPROUTS FARMERS MKT #722,"6061 NW 64TH ST, KANSAS CITY, MO 64151"
02MO6763,O'BRIEN PHARMACY,"5453 W 61ST PL, MISSION, KS 66205"
02MO6956,SUNSHINE NATURAL FOODS,"208 W. FIRST STREET, MOUNTAIN VIEW, MO 65548"
02MO7487,BRAMBLE PATCH HEALTH FOOD,"14667 HOPEWELL RD, VERSAILLES, MO 65084"
02MO7550,NUTRITION STOP,"4101 MEXICO ROAD STE K, SAINT PETERS, MO 63376"
02MO7852,EARTH MOTHER HEALTH FOOD,"220 E HARRISON ST, FARMINGTON, MO 63640"
02MO7852,EARTH MOTHER,"220 E HARRISON, FARMINGTON, MO 63640"
02MO7860,FOODS FOR HEALTH,"105 NORTH BISHOP, ROLLA, MO 65401"
02MO7860,FOODS FOR HEALTH,"105 N. BISHOP AVE, ROLLA, MO 65401"
02MO7880,THE HEALTH STORE,"613 NORTH WALNUT, CAMERON, MO 64429"
02MO7880,THE HEALTH STORE,"100 S LAFAYETTE ST, GREENVILLE, MI 48838"
02MO7880,THE HEALTH STORE         @,"613 N. WALNUT, CAMERON, MO 64429"
02MO8554,HERB SHOP,"PO BOX 2176, BRANSON WEST, MO 65737"
02MO8554,THE HERB SHOP,"11016 E STATE HIGHWAY 76, REEDS SPRING, MO 65737-9775"
02MO9261,RUBY'S MARKET,"1878 S STATE HWY 125, ROGERSVILLE, MO 65742"
02MO9436,NG VITAMIN COTTAGE JN U143,"510 S RANGE LINE RD, JOPLIN, MO 64801"
02MO9577,NG VITAMIN COTTAGE LY U128,"114 S STEWART RD, LIBERTY, MO 64068"
02MO9889,JC HEALTH FOOD SERVICES,"1406A MISSOURI BLVD, JEFFERSON CITY, MO 65109"
02MO9889,J.C. HEALTH FOOD SERVICES,"1406 MISSOURI BLVD, JEFFERSON CITY, MO 65109"
02MS0010,BEE HAPPY NATURAL FOODS,"2002 HIGHWAY 15 N, LAUREL, MS 39440"
02MS0162,WHOLE FAMILY NUTRITION AND MARKET,"17 VALLEY VISTAM, TUPELO, MS 38801"
02MS0211,WHOLESALE NUTRIT INC,"2202 GOODMAN RD EAST, SOUTHAVEN, MS 38672"
02MS0211,WHOLESALE NUTRITION INC,"2202 GOODMAN RD E, SOUTHAVEN, MS 38672"
02MS0550,THE CHEMIST,"908 HWY 13 S, COLUMBIA, MS 39429"
02MS1010,FIVE SEASONS WHOLEFOOD,"601 WASHINGTON, OCEAN SPRINGS, MS 39564"
02MS2069,HEALTHWAY NUTRITION CENTER,"398 HWY 51 SUITE 150, RIDGELAND, MS 39157"
02MS2603,NATURAL HEALTH,"304 JACKSON AVE, MCCOMBS, MS 39648"
02MS2603,NATURAL HEALTH  %      CW,"304 JACKSON AVE, MCCOMB, MS 39648"
02MS2603,NATURAL HEALTH  %,"304 JACKSON AVE, MCCOMB, MS 39648"
02MS3009,VITAMINS PLUS,"427 WEATHERSBY ROAD, HATTIESBURG, MS 39402"
02MS3009,VITAMIN PLUS,"427 WEATHERSBY RD, HATTIESBURG, MS 39402"
02MS3009,"VITAMINS PLUS, INC     CW","427 WEATHERSBY RD, HATTIESBURG, MS 39402"
02MS3026,JEANS HEALTH WAY,"P O BOX 939, AVA, MO 65608"
02MS6293,HOLLYDALE HEALTH FOODS,"3189 HIGHWAY 45 NORTH, COLUMBUS, MS 39701"
02MS6856,SUNSHINE HEALTH FOODS #1,"2946 MARKET ST., PASCAGOULA, MS 39567"
02MS6856,SUNSHINE HEALTH FOODS  CW,"2946 MARKET ST., PASCAGOULA, MS 39567"
02MS7355,CBD+          CW,"2600 BEACH BLVD #81, BILOXI, MS 39531"
02MT0033,FLORENCE PHARMACY-NORTH,"5549 OLD HWY 93, FLORENCE, MT 59833"
02MT0134,2JS PRODUCE,"105 SMELTER AVE NE, GREAT FALLS, MT 59404"
02MT0178,MARY'S HEALTH FOOD STORE,"2564 KING AVE W STE J, BILLINGS, MT 59102"
02MT0199,MOUNTAIN VALLEY FDS INC,"25 COMMONS WAY, KALISPELL, MT 59901"
02MT1000,NG VITAMIN COTTAGE HA U062,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02MT1500,NG VITAMIN COTTAGE BG U056,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02MT1626,RAINBOWS END NATURAL FOODS,"910 N FIRST ST, HAMILTON, MT 59840"
02MT2322,LOLO DRUG,"103 GLACIER DR, LOLO, MT 59847"
02MT4668,GESUNDHEIT WITH JACOBUS,"2855 N 19TH AVE STE N, BOZEMAN, MT 59718"
02MT4923,BONANZA HEALTH FOODS,"1010 GRAND AVENUE, BILLINGS, MT 59102"
02MT4923,BONANZA HEALTH FOODS INC.,"1010 GRAND AVE, BILLINGS, MT 59102"
02MT5054,THIRD STREET MARKET,"244 SPOKANE AVE, WHITEFISH, MT 59937"
02MT5054,THIRD STREET MARKET,"120 3RD ST W, PARK RAPIDS, MN 56470"
02MT5150,REAL FOODS STORE,"1096 HELENA AVE, HELENA, MT 59601"
02MT5260,WITHEYS HEALTH FOODS,"1231 S MAIN ST, KALISPELL, MT 59901"
02MT5300,NG VITAMIN COTTAGE KS U067,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02MT5823,THE GOOD FOOD STORE,"1600 S 3RD ST WEST, MISSOULA, MT 59801"
02MT6969,MONTANA HARVEST,"1710 GRAND AVE, BILLINGS, MT 59102"
02MT7573,SIMPLY NATURAL,"1305 11TH STREET WEST, HAVRE, MT 59501"
02MT8900,HUCKLEBERRYS NATURAL MARKET,"3255 TECHNOLOGY BLVD WEST, BOZEMAN, MT 59718"
02MT9000,GOOD LIFE,"2 S. MONTANA ST., DILLON, MT 59725"
02MT9259,SUN DROP HEALTH FDS #2,"639 9TH ST W, COLUMBIA FALLS, MT 59912"
02MT9259,SUN DROP HEALTH FDS #2,"706 NUCLEUS AVE, COLUMBIA FALLS, MT 59912"
02MT9259,SUNDROP HEALTH FOODS  CW,"639 9TH ST. W., COLUMBIA FALLS, MT 59912"
02MT9412B,SUNLIFE HEALTH FOODS,"2205 MONTANA HWY 35, KALISPELL, MT 59901"
02MT9804,NG VITAMIN COTTAGE MA U061,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02MT9870,FAMILY PHARMACY,"3804 EASTSIDE HWY, STEVENSVILLE, MT 59870"
02NC0064,HARMONY FARMS NATURAL FOODS,"5653 CREEDMOOR RD, RALEIGH, NC 27612"
02NC0073,SAMSON AND THE LION II,"1528 D ZOO PARKWAY, ASHEBORO, NC 27205"
02NC0089,BLACK MOUNTAIN NAT FDS,"108 BLACK MOUNTAIN AVE, BLACK MOUNTAIN, NC 28711"
02NC0090,FIRM FOUNDATIONS,"3644 CAPITOL BLVD, RALEIGH, NC 27604"
02NC0165,EARTH FARE #165,"P O BOX 16947, ASHEVILLE, NC 28816"
02NC0224,HEALTH CONNECTION,"2543 E MAIN ST, LINCOLNTON, NC 28092"
02NC0300,HEALTH HABIT NATURAL,"115 SUSAN CIRCLE, GOLDSBORO, NC 27530"
02NC0300,HEALTHABIT NATURAL FOOD & WINE,"606 NORTH SPENCE AVE, GOLDSBORO, NC 27534"
02NC0393,LIVING WELL DOWN EAST,"309 MIDDLE ST STE 1, NEW BERN, NC 28560"
02NC0505,HENDERSONVILLE COMM MKT,"60 S. CHARLESTON LANE, HENDERSONVILLE, NC 28792"
02NC0605,ORGANIC MARKET PLACE,"1012 S NEW HOPE RD, GASTONIA, NC 28054-3801"
02NC1116,THE VINE HEALTH SHOPPE LLC,"506 BROAD ST, FUQUAY VARINA, NC 27526"
02NC1636,NATURAL DISCOUNT NUTRITION,"6765 WELL RD, SIMS, NC 27880"
02NC1782,EARTH FARE #130,"P O BOX 16947, ASHEVILLE, NC 28816"
02NC1808,FEELIN GREAT,"218 W ALLEN, HENDERSONVILLE, NC 28739"
02NC1808,FEELIN GREAT MARKET,"218 W ALLEN, HENDERSONVILLE, NC 28739"
02NC1960,HEALTH HABIT,"601 N QUEEN ST, KINSTON, NC 28501"
02NC2224,EARTH HEART,"4573 HWY 221 NORTH, MARION, NC 28752"
02NC2761,SPROUTS FARMERS MKT #540,"9414 FALLS OF NEUSE RD, RALEIGH, NC 27615"
02NC3010,SPROUTS FARMERS MKT #541,"15121 BALLANCROFT PKWY STE A, CHARLOTTE, NC 28277"
02NC3202,HOUSE OF HEALTH W/S,"5952 UNIVERSITY PKWY, WINSTON-SALEM, NC 27105"
02NC3202,HOUSE OF HEALTH W/S,"5952 University Parkway, WINSTON-SALEM, NC 27105"
02NC3202,HOUSE OF HEALTH W/S,"5952 UNIVERSITY PARKWAY, WINSTON-SALEM, NC 27105"
02NC3202,HOUSE OF HEALTH,"5952 UNIVERSITY PKWY STE C, WINSTON-SALEM, NC 27105"
02NC3202,HOUSE OF HEALTH,"450 E. HANES MILL RD., WINSTON SALEM, NC 27105"
02NC3777,HALLELUJAH HEALTH FOODS,"1266 ASHEVILLE HWY, BREVARD, NC 28712"
02NC3968,SPROUTS FARMERS MKT #564,"14124 STEELE CREEK ROAD, CHARLOTTE, NC 28273"
02NC4300,ADVANTIS NUTRITION,"6491 FRANZ WARNER PKWY, WHITSETT, NC 27377"
02NC4315,THE ONLY EARTH,"121 E LEXINGTON AVE, HIGH POINT, NC 27262"
02NC5030,WHOLE BODY BALANCE,"199 NINE MILE RD, NEWPORT, NC 28570"
02NC5250,SPROUTS FARMERS MKT #544,"3357 BATTLEGROUND AVE, GREENSBORO, NC 27410"
02NC5408,THE WHOLE STORE,"3090 WEST US HWY 64 STE 105, MURPHY, NC 28906"
02NC6311,CHARLOTTE WHOLESALE SUPPLEMENTS,"4128 SOUTH BLVD UNIT B, CHARLOTTE, NC 28209"
02NC6356,NATURES STOREHOUSE,"427 S TRADE ST, TRYON, NC 28782"
02NC6528,BERRYBROOK FARM,"1257 EAST BLVD, CHARLOTTE, NC 28203"
02NC6840B,HOUSE OF HEALTH EDEN #2,"1018 W. GATE CITY BLVD, GREENSBORO, NC 27403"
02NC6842,PLUM NATURAL WELLNESS,"213 OAK ST EXTENSION, FOREST CITY, NC 28043"
02NC6842,PLUM NATURAL WELLNESS   CW,"213 OAK ST EXT, FOREST CITY, NC 28043"
02NC7049,EARTH FARE #120,"P O BOX 16947, ASHEVILLE, NC 28816"
02NC7325,MORGANTON NATURAL FOODS,"306 S STERLING ST., MORGANTON, NC 28655"
02NC7325,MORGANTON NATURAL FOODS,"306 SOUTH STERLING STREET, MORGANTOWN, NC 28655"
02NC7325,MORGANTON NATURAL FOODS,"306 S STERLING ST, MORGANTON, NC 28655"
02NC7713,SPROUTS FARMERS MKT #543,"105 W NC HWY 54 STE 237A, DURHAM, NC 27713"
02NC7777,THE APPLE CRATE,"2711 RAEFORD RD STE 110, FAYETTEVILLE, NC 28303"
02NC7777,THE APPLE CRATE,"3983 SYCAMORE DAIRY RD, FAYETTEVILLE, NC 28303"
02NC7777,APPLE CRATE NATURALS,"2711 RAEFORD ROAD #110, FAYETTEVILLE, NC 28303"
02NC8222,HEALTHABIT NATURAL FOODS,"601 N QUEEN ST, KINSTON, NC 28501"
02NC8314,SPROUTS FARMERS MKT #542,"2810 FREEDOM PKWY DR, FAYETTEVILLE, NC 28314"
02NC8411,MOUNTAIN VALLEY HLTH FDS,"150 GEORGIA ROAD, FRANKLIN, NC 28734"
02NC8600,A&S NATURAL HEALTH #6,"1559 HANES MALL BLVD, WINSTON SALEM, NC 27103"
02NC8602,DR. HERB'S NATURAL FOOD STORE,"1920 HWY 70 SW, HICKORY, NC 28602"
02NC8602,ENTERPRISE HEALTH FOODS,"600 BOLL WEEVIL CIR, ENTERPRISE, AL 36330-2700"
02NC8602,DR. HERBS NATURAL FD STR,"1920 HWY 70 WEST       CW, HICKORY, NC 28602"
02NC8786,MT MAN NUTRITION,"79 WAYNESVILLE PLAZA, WAYNESVILLE, NC 28786"
02NC8800,APPLE CRATE,"5430 CAMDEN RD STE 103, FAYETTEVILLE, NC 28306"
02NC8806,EARTH FARE #100,"P O BOX 16947, ASHEVILLE, NC 28816"
02NC9077,REMEDY THIS NATURALLY,"1140 BENVENUE ROAD, ROCKY MOUNT, NC 27804"
02NC9350A,VITASMART,"5303 POPLAR TENT RD #120, CONCORD, NC 28027"
02ND0771,NATURAL HEALTH OF DICKINSON,"1571 W VILLARD ST UNIT 1, DICKINSON, ND 58601"
02ND1026,TERRYS HEALTH PRODUCTS,"717 E. MAIN AVE, BISMARCK, ND 58501"
02ND1026,TERRY'S HEALTH PRODUCTS,"717 E MAIN AVE, BISMARCK, ND 58501-4525"
02ND4200,NEW WAY HEALTH STORE,"208 W MAIN ST, BEULAH, ND 58523"
02ND4200,NEW WAY HEALTH STORE,"208 W MAIN ST PO BOX #233, BEULAH, ND 58523"
02ND4499,NATURE'S COUNTRY STORE,"GRAND CITIES MALL-STE 22 W, GRAND FORKS, ND 58201"
02ND4499,NATURE'S COUNTRY STORE   @,"GRAND CITIES MALL-STE 22 W, GRAND FORKS, ND 58201"
02ND8086,NATURE'S COUNTRY STORE,"1832 S Washington St, Grand Forks, ND 58201-6319"
02ND8103,NG VITAMIN COTTAGE FO U098,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02ND8201,NG VITAMIN COTTAGE GF U124,"1901 32ND AVE SOUTH, GRAND FORKS, ND 58201"
02ND8504,NG VITAMIN COTTAGE BI U155,"840 S WASHINGTON ST, BISMARCK, ND 58504"
02ND9842,SWANSON HEALTH PRODUCTS,"4075 40TH AVE SW, FARGO, ND 58104"
02NE0211,HAPPY HEART SPECIALTY FD,"301 S JEFFERS ST, NORTH PLATTE, NE 69101"
02NE0400,NG VITAMIN COTTAGE LC U054,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02NE0869,NATURAL FD PRODUCTS INC,"707 W STATE ST, GRAND ISLAND, NE 68801"
02NE0869,NATURAL FOOD PRODUCTS INC.,"707 W. STATE STREET, GRAND ISLAND, NE 68801"
02NE1100,NG VITAMIN COTTAGE OW U064,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02NE1300,NO NAME NUTRITION-WEST,"14469 W CENTER, OMAHA, NE 68144"
02NE2401,NATURAL FOODS & SUPPLEMENTS,"3704 2ND AVE, KEARNEY, NE 68847-8102"
02NE2401,NATURAL FOODS&SUPPLEMENTS,"3704 2ND AVE, KEARNEY, NE 68845"
02NE2460,RED CLOVER MKT,"5500 OLD CHENEY RD #14, LINCOLN, NE 68516"
02NE2460,RED CLOVER MARKET,"5500 OLD CHENEY RD STE#14, LINCOLN, NE 68516"
02NE5666,MOTHER NATURE'S EMPORIUM,"2707 13TH STREET, COLUMBUS, NE 68601"
02NE5666,MOTHER NATURES EMPORIUM,"2707 13TH STREET, COLUMBUS, NE 68601"
02NE5812,NO NAME NUTRITION-CENTRAL,"2032 N 72ND ST, OMAHA, NE 68134"
02NE8114,NG VITAMIN COTTAGE OC U070,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02NE9433A,NATURAL NUTRITION HOUSE,"203 W SIXTH, NORTH PLATTE, NE 69101"
02NH0095,HAMPTON NATURAL FOODS,"845 LAFAYETTE RD STE 1, HAMPTON, NH 03842"
02NH3383,HERBAL PATH 2 - DOVER,"839 CENTRAL AVE, DOVER, NH 03820"
02NH9999,DOVER NATURAL FOODS,"10 E MEADOW LANE, MIDDLETON, MA 01949"
02NH9999,DOVER NATURAL MRKTPLC&CAFE,"7 CHESTNUT STREET, DOVER, NH 3820"
02NH9999,DOVER NATURAL MARKETPLACE,"7 CHESTNUT STREET, DOVER, NH 03820"
02NJ0001,VRAJ VIHAR LLC,"139 ROUTE 17, TUXEDO PARK, NY 10987"
02NJ0017,HARMONY NATURAL FOODS,"1090 STATE ROUTE 35, MIDDLETOWN, NJ 07748"
02NJ0050A,A1 NUTRITION STORE,"210 MAIN AVE, PASSAIC, NJ 07055"
02NJ0120,FOOD FOR THOUGHT,"16 SKYLINE LAKES DR, RINGWOOD, NJ 07456"
02NJ0196,PANGAEA NATURALS,"657 E BAY AVE UNIT 11, MANAHAWKIN, NJ 08050"
02NJ0206,M F CALADO LLC DBA PRO ELITE NUTRIT,"1912 SPRINGFIELD AVE, MAPLEWOOD, NJ 07040"
02NJ0336,BASIL BANDWAGON NF,"276 HWY 202-31, FLEMINGTON, NJ 08822"
02NJ0389,ALL WELLNESS PHARMACY,"180 N COUNTY LINE ROAD, JACKSON, NJ 08527"
02NJ0394,BACK TO NATURE,"231 ROUTE 206, CHESTER, NJ 07930"
